season,league,club,window,movement,player_name,player_id,age,nationality,position,pos,market_value,dealing_club,dealing_country,fee,is_loan
2016,Premier League,Hull City,summer,in,Dieumerci Mbokani,44624,30,DR Congo,Centre-Forward,CF,7000000.0,Dynamo Kyiv,Ukraine,0.0,1
2016,Premier League,Hull City,summer,in,Markus Henriksen,122011,24,Norway,Centre-Back,CB,5000000.0,AZ Alkmaar,Netherlands,0.0,1
2016,Premier League,Hull City,winter,in,Kamil Grosicki,37920,28,Poland,Left Winger,LW,6000000.0,Stade Rennais FC,France,9000000.0,0
2016,Premier League,Hull City,winter,in,Markus Henriksen,122011,24,Norway,Centre-Back,CB,5000000.0,AZ Alkmaar,Netherlands,5300000.0,0
2016,Premier League,Hull City,winter,in,Evandro,53359,30,Brazil,Attacking Midfield,AM,2000000.0,FC Porto,Portugal,2500000.0,0
2016,Premier League,Hull City,winter,in,Andrea Ranocchia,44327,28,Italy,Centre-Back,CB,5000000.0,Inter Milan,Italy,1300000.0,1
2016,Premier League,Hull City,winter,in,Omar Elabdellaoui,121404,25,Norway,Right-Back,RB,5000000.0,Olympiacos Piraeus,Greece,1000000.0,1
2016,Premier League,Hull City,winter,in,Lazar Markovic,144303,22,Serbia,Right Winger,RW,14000000.0,Liverpool FC,England,0.0,1
2016,Premier League,Hull City,winter,in,Oumar Niasse,209781,26,Senegal,Centre-Forward,CF,12000000.0,Everton FC,England,0.0,1
2016,Premier League,Hull City,winter,in,Alfred N'Diaye,77737,26,Senegal,Defensive Midfield,DM,5000000.0,Villarreal CF,Spain,0.0,1
2016,Premier League,Hull City,summer,out,Mohamed Diamé,70950,29,Senegal,Central Midfield,CM,6000000.0,Newcastle United,England,5400000.0,0
2016,Premier League,Hull City,summer,out,Sone Aluko,42198,27,Nigeria,Right Winger,RW,2000000.0,Fulham FC,England,0.0,0
2016,Premier League,Hull City,summer,out,Calaum Jahraldo-Martin,264406,23,Antigua and Barbuda,Right Winger,RW,100000.0,Oldham Athletic,England,0.0,0
2016,Premier League,Hull City,summer,out,Ryan Taylor,33785,31,England,Right-Back,RB,750000.0,Without Club,,,0
2016,Premier League,Hull City,summer,out,Isaac Hayden,206225,21,Jamaica,Defensive Midfield,DM,500000.0,Arsenal FC U23,England,0.0,1
2016,Premier League,Hull City,summer,out,Oumar Niasse,209781,27,Senegal,Centre-Forward,CF,9000000.0,Everton FC,England,0.0,1
2016,Premier League,Hull City,summer,out,Lazar Markovic,144303,23,Serbia,Right Winger,RW,10000000.0,Liverpool FC,England,0.0,1
2016,Premier League,Hull City,winter,out,Robert Snodgrass,22614,29,Scotland,Right Winger,RW,5000000.0,West Ham United,England,12000000.0,0
2016,Premier League,Hull City,winter,out,Jake Livermore,61832,27,England,Defensive Midfield,DM,4500000.0,West Bromwich Albion,England,11500000.0,0
2016,Premier League,Hull City,winter,out,Dusan Kuciak,31886,31,Slovakia,Goalkeeper,GK,1000000.0,Lechia Gdansk,Poland,0.0,0
2016,Premier League,Hull City,winter,out,Johan Ter Horst,318224,21,England,Centre-Forward,CF,,York City,England,0.0,1
2016,Premier League,Hull City,winter,out,Josh Clackstone,453306,20,England,Right-Back,RB,,Notts County,England,0.0,1
2016,Premier League,Hull City,winter,out,Jonathan Edwards,336395,20,England,Centre-Forward,CF,,Accrington Stanley,England,0.0,1
2016,Premier League,Hull City,winter,out,Allan McGregor,9422,34,Scotland,Goalkeeper,GK,1500000.0,Cardiff City,England,0.0,1
2016,Premier League,Hull City,winter,out,James Weir,251058,21,England,Central Midfield,CM,500000.0,Wigan Athletic,England,0.0,1
2016,Premier League,Hull City,winter,out,Alex Bruce,37957,32,Northern Ireland,Centre-Back,CB,1000000.0,Wigan Athletic,England,0.0,1
2016,Premier League,Hull City,winter,out,Markus Henriksen,122011,24,Norway,Centre-Back,CB,5000000.0,AZ Alkmaar,Netherlands,0.0,1
2016,Premier League,Leicester City,summer,in,Islam Slimani,174915,28,Algeria,Centre-Forward,CF,22000000.0,Sporting CP,Portugal,31000000.0,0
2016,Premier League,Leicester City,summer,in,Ahmed Musa,168337,23,Nigeria,Left Winger,LW,18000000.0,CSKA Moscow,Russia,19500000.0,0
2016,Premier League,Leicester City,summer,in,Nampalys Mendy,111051,24,Senegal,Defensive Midfield,DM,7500000.0,OGC Nice,France,15500000.0,0
2016,Premier League,Leicester City,summer,in,Bartosz Kapustka,246579,19,Poland,Attacking Midfield,AM,5000000.0,Cracovia,Poland,5000000.0,0
2016,Premier League,Leicester City,summer,in,Ron-Robert Zieler,21327,27,Germany,Goalkeeper,GK,8000000.0,Hannover 96,Germany,3500000.0,0
2016,Premier League,Leicester City,summer,in,Luis Hernández,62945,27,Spain,Centre-Back,CB,2500000.0,Sporting Gijón,Spain,0.0,0
2016,Premier League,Leicester City,winter,in,Wilfred Ndidi,274839,20,Nigeria,Defensive Midfield,DM,8000000.0,KRC Genk,Belgium,17600000.0,0
2016,Premier League,Leicester City,winter,in,Molla Wagué,129893,25,Mali,Centre-Back,CB,1800000.0,Granada CF,Spain,0.0,1
2016,Premier League,Leicester City,winter,in,Josh Gordon,426426,22,England,Centre-Forward,CF,,Stafford Rangers,England,,0
2016,Premier League,Leicester City,summer,out,N'Golo Kanté,225083,25,France,Defensive Midfield,DM,20000000.0,Chelsea FC,England,35800000.0,0
2016,Premier League,Leicester City,summer,out,Andrej Kramaric,46580,25,Croatia,Attacking Midfield,AM,7500000.0,TSG 1899 Hoffenheim,Germany,11000000.0,0
2016,Premier League,Leicester City,summer,out,Ritchie De Laet,55687,27,Belgium,Right-Back,RB,2000000.0,Aston Villa,England,2300000.0,0
2016,Premier League,Leicester City,summer,out,Liam Moore,128906,23,Jamaica,Centre-Back,CB,2000000.0,Reading FC,England,1150000.0,0
2016,Premier League,Leicester City,summer,out,Ryan Watson,121269,22,England,Defensive Midfield,DM,,Barnet FC,England,0.0,0
2016,Premier League,Leicester City,summer,out,Gökhan Inler,19041,32,Switzerland,Defensive Midfield,DM,4500000.0,Besiktas JK,Türkiye,0.0,0
2016,Premier League,Leicester City,summer,out,Paul Konchesky,3296,35,England,Left-Back,LB,500000.0,Gillingham FC,England,0.0,0
2016,Premier League,Leicester City,summer,out,Dean Hammond,33065,33,England,Central Midfield,CM,,Sheffield United,England,0.0,0
2016,Premier League,Leicester City,summer,out,Jacob Blyth,251914,23,England,Centre-Forward,CF,100000.0,Motherwell FC,Scotland,0.0,0
2016,Premier League,Leicester City,summer,out,Jonny Maddison,257293,21,England,Goalkeeper,GK,,Yeovil Town,England,0.0,0
2016,Premier League,Leicester City,summer,out,Michael Cain,284763,22,England,Central Midfield,CM,100000.0,Blackpool FC,England,0.0,1
2016,Premier League,Leicester City,summer,out,Callum Elder,271997,21,Australia,Left-Back,LB,100000.0,Brentford FC,England,0.0,1
2016,Premier League,Leicester City,summer,out,Tom Lawrence,229970,22,Wales,Attacking Midfield,AM,1000000.0,Ipswich Town,England,0.0,1
2016,Premier League,Leicester City,summer,out,Mark Schwarzer,3357,43,Australia,Goalkeeper,GK,,Retired,,,0
2016,Premier League,Leicester City,winter,out,Jeffrey Schlupp,157506,24,Ghana,Left Midfield,LM,8000000.0,Crystal Palace,England,13800000.0,0
2016,Premier League,Leicester City,winter,out,Luis Hernández,62945,27,Spain,Centre-Back,CB,3000000.0,Málaga CF,Spain,2000000.0,0
2016,Premier League,Leicester City,winter,out,Matty James,73522,25,England,Central Midfield,CM,1500000.0,Barnsley FC,England,0.0,1
2016,Premier League,Leicester City,winter,out,Callum Elder,271997,22,Australia,Left-Back,LB,200000.0,Barnsley FC,England,0.0,1
2016,Premier League,Liverpool FC,summer,in,Sadio Mané,200512,24,Senegal,Left Winger,LW,20000000.0,Southampton FC,England,41200000.0,0
2016,Premier League,Liverpool FC,summer,in,Georginio Wijnaldum,49499,25,Netherlands,Central Midfield,CM,20000000.0,Newcastle United,England,27500000.0,0
2016,Premier League,Liverpool FC,summer,in,Loris Karius,85864,23,Germany,Goalkeeper,GK,7000000.0,1.FSV Mainz 05,Germany,6200000.0,0
2016,Premier League,Liverpool FC,summer,in,Ragnar Klavan,26669,30,Estonia,Centre-Back,CB,3500000.0,FC Augsburg,Germany,5000000.0,0
2016,Premier League,Liverpool FC,summer,in,Joël Matip,82105,24,Cameroon,Centre-Back,CB,18000000.0,FC Schalke 04,Germany,0.0,0
2016,Premier League,Liverpool FC,summer,in,Alexander Manninger,5278,39,Austria,Goalkeeper,GK,200000.0,FC Augsburg,Germany,0.0,0
2016,Premier League,Liverpool FC,summer,out,Christian Benteke,50201,25,Belgium,Centre-Forward,CF,27000000.0,Crystal Palace,England,31200000.0,0
2016,Premier League,Liverpool FC,summer,out,Jordon Ibe,195652,20,England,Right Winger,RW,7000000.0,AFC Bournemouth,England,18000000.0,0
2016,Premier League,Liverpool FC,summer,out,Joe Allen,51452,26,Wales,Central Midfield,CM,8000000.0,Stoke City,England,15500000.0,0
2016,Premier League,Liverpool FC,summer,out,Luis Alberto,128220,23,Spain,Attacking Midfield,AM,4000000.0,SS Lazio,Italy,7600000.0,0
2016,Premier League,Liverpool FC,summer,out,Martin Skrtel,24180,31,Slovakia,Centre-Back,CB,8000000.0,Fenerbahce,Türkiye,6000000.0,0
2016,Premier League,Liverpool FC,summer,out,Brad Smith,175745,22,Australia,Left-Back,LB,100000.0,AFC Bournemouth,England,3600000.0,0
2016,Premier League,Liverpool FC,summer,out,Lawrence Vigouroux,243591,22,Chile,Goalkeeper,GK,100000.0,Swindon Town,England,480000.0,0
2016,Premier League,Liverpool FC,summer,out,Mario Balotelli,45146,26,Italy,Centre-Forward,CF,6000000.0,OGC Nice,France,0.0,0
2016,Premier League,Liverpool FC,summer,out,Kolo Touré,3202,35,Cote d'Ivoire,Centre-Back,CB,2000000.0,Celtic FC,Scotland,0.0,0
2016,Premier League,Liverpool FC,summer,out,Lazar Markovic,144303,22,Serbia,Right Winger,RW,14000000.0,Sporting CP,Portugal,0.0,1
2016,Premier League,Liverpool FC,summer,out,Andre Wisdom,128912,23,England,Right-Back,RB,3000000.0,Red Bull Salzburg,Austria,0.0,1
2016,Premier League,Liverpool FC,summer,out,Taiwo Awoniyi,295313,19,Nigeria,Centre-Forward,CF,300000.0,NEC Nijmegen,Netherlands,0.0,1
2016,Premier League,Liverpool FC,summer,out,Jon Flanagan,145922,23,England,Right-Back,RB,5000000.0,Burnley FC,England,0.0,1
2016,Premier League,Liverpool FC,summer,out,Ádám Bogdán,55247,28,Hungary,Goalkeeper,GK,2000000.0,Wigan Athletic,England,0.0,1
2016,Premier League,Liverpool FC,summer,out,Danny Ward,203026,23,Wales,Goalkeeper,GK,1500000.0,Huddersfield Town,England,0.0,1
2016,Premier League,Liverpool FC,summer,out,Samed Yesil,95295,22,Germany,Centre-Forward,CF,750000.0,Without Club,,,0
2016,Premier League,Liverpool FC,winter,out,Tiago Ilori,177859,23,Portugal,Centre-Back,CB,3000000.0,Reading FC,England,4300000.0,0
2016,Premier League,Liverpool FC,winter,out,Mamadou Sakho,47713,26,France,Centre-Back,CB,12000000.0,Crystal Palace,England,2300000.0,1
2016,Premier League,Liverpool FC,winter,out,Lazar Markovic,144303,22,Serbia,Right Winger,RW,14000000.0,Hull City,England,0.0,1
2016,Premier League,Manchester City,summer,in,John Stones,186590,22,England,Centre-Back,CB,28000000.0,Everton FC,England,55600000.0,0
2016,Premier League,Manchester City,summer,in,Leroy Sané,192565,20,Germany,Right Winger,RW,30000000.0,FC Schalke 04,Germany,52000000.0,0
2016,Premier League,Manchester City,summer,in,İlkay Gündoğan,53622,25,Germany,Central Midfield,CM,30000000.0,Borussia Dortmund,Germany,27000000.0,0
2016,Premier League,Manchester City,summer,in,Claudio Bravo,40423,33,Chile,Goalkeeper,GK,15000000.0,FC Barcelona,Spain,18000000.0,0
2016,Premier League,Manchester City,summer,in,Nolito,70934,29,Spain,Left Winger,LW,15000000.0,Celta de Vigo,Spain,18000000.0,0
2016,Premier League,Manchester City,summer,in,Marlos Moreno,345654,19,Colombia,Left Winger,LW,1000000.0,Atlético Nacional,Colombia,5500000.0,0
2016,Premier League,Manchester City,summer,in,Gerónimo Rulli,229604,24,Argentina,Goalkeeper,GK,8000000.0,Club Deportivo Maldonado,Uruguay,4700000.0,0
2016,Premier League,Manchester City,summer,in,Oleksandr Zinchenko,203853,19,Ukraine,Left-Back,LB,4000000.0,FC Ufa,Russia,2250000.0,0
2016,Premier League,Manchester City,summer,in,Pablo Marí,210178,22,Spain,Centre-Back,CB,500000.0,Gimnàstic de Tarragona,Spain,200000.0,0
2016,Premier League,Manchester City,summer,in,Aaron Mooy,123951,25,Australia,Central Midfield,CM,750000.0,Melbourne City FC,Australia,0.0,0
2016,Premier League,Manchester City,winter,in,Gabriel Jesus,363205,19,Brazil,Centre-Forward,CF,16000000.0,Sociedade Esportiva Palmeiras,Brazil,32000000.0,0
2016,Premier League,Manchester City,winter,in,Yangel Herrera,378293,19,Venezuela,Central Midfield,CM,900000.0,Atlético Venezuela,Venezuela,1000000.0,0
2016,Premier League,Manchester City,summer,out,Edin Džeko,28396,30,Bosnia-Herzegovina,Centre-Forward,CF,15000000.0,AS Roma,Italy,11000000.0,0
2016,Premier League,Manchester City,summer,out,Wilfried Bony,81808,27,Cote d'Ivoire,Centre-Forward,CF,22000000.0,Stoke City,England,2350000.0,1
2016,Premier League,Manchester City,summer,out,Florian Lejeune,127108,25,France,Centre-Back,CB,800000.0,SD Eibar,Spain,1500000.0,0
2016,Premier League,Manchester City,summer,out,Martín Demichelis,2963,35,Argentina,Centre-Back,CB,1000000.0,RCD Espanyol Barcelona,Spain,0.0,0
2016,Premier League,Manchester City,summer,out,Samir Nasri,18935,29,France,Attacking Midfield,AM,15000000.0,Sevilla FC,Spain,0.0,1
2016,Premier League,Manchester City,summer,out,Jason Denayer,277114,21,Belgium,Centre-Back,CB,4000000.0,Sunderland AFC,England,0.0,1
2016,Premier League,Manchester City,summer,out,Joe Hart,40204,29,England,Goalkeeper,GK,17000000.0,Torino FC,Italy,0.0,1
2016,Premier League,Manchester City,summer,out,Bruno Zuculini,115507,23,Argentina,Defensive Midfield,DM,1500000.0,Rayo Vallecano,Spain,0.0,1
2016,Premier League,Manchester City,summer,out,Bersant Celina,229695,19,Kosovo,Attacking Midfield,AM,,Twente Enschede FC,Netherlands,0.0,1
2016,Premier League,Manchester City,summer,out,Eliaquim Mangala,90681,25,France,Centre-Back,CB,23000000.0,Valencia CF,Spain,0.0,1
2016,Premier League,Manchester City,summer,out,Pablo Marí,210178,22,Spain,Centre-Back,CB,500000.0,Girona FC,Spain,0.0,1
2016,Premier League,Manchester City,summer,out,Gerónimo Rulli,229604,24,Argentina,Goalkeeper,GK,8000000.0,Real Sociedad,Spain,0.0,1
2016,Premier League,Manchester City,summer,out,Marlos Moreno,345654,19,Colombia,Left Winger,LW,1000000.0,Deportivo de La Coruña,Spain,0.0,1
2016,Premier League,Manchester City,summer,out,Enes Ünal,251106,19,Türkiye,Centre-Forward,CF,3000000.0,Twente Enschede FC,Netherlands,0.0,1
2016,Premier League,Manchester City,summer,out,Rubén Sobrino,85383,24,Spain,Centre-Forward,CF,400000.0,Deportivo Alavés,Spain,0.0,1
2016,Premier League,Manchester City,summer,out,Thomas Agyepong,384807,19,Ghana,Left Winger,LW,400000.0,NAC Breda,Netherlands,0.0,1
2016,Premier League,Manchester City,summer,out,Aaron Mooy,123951,25,Australia,Central Midfield,CM,750000.0,Huddersfield Town,England,0.0,1
2016,Premier League,Manchester City,summer,out,Luke Brattan,114365,26,Australia,Defensive Midfield,DM,500000.0,Melbourne City FC,Australia,0.0,1
2016,Premier League,Manchester City,summer,out,Richard Wright,3120,38,England,Goalkeeper,GK,250000.0,Retired,,,0
2016,Premier League,Manchester City,summer,out,Oleksandr Zinchenko,203853,19,Ukraine,Left-Back,LB,4000000.0,PSV Eindhoven,Netherlands,0.0,1
2016,Premier League,Manchester City,winter,out,Stevan Jovetić,46104,27,Montenegro,Second Striker,SS,10000000.0,Inter Milan,Italy,13500000.0,0
2016,Premier League,Manchester City,winter,out,Gerónimo Rulli,229604,24,Argentina,Goalkeeper,GK,8000000.0,Real Sociedad,Spain,7000000.0,0
2016,Premier League,Manchester City,winter,out,Bruno Zuculini,115507,23,Argentina,Defensive Midfield,DM,1200000.0,Hellas Verona,Italy,0.0,1
2016,Premier League,Manchester City,winter,out,Pablo Maffeo,251876,19,Argentina,Right-Back,RB,200000.0,Girona FC,Spain,0.0,1
2016,Premier League,Manchester City,winter,out,Yangel Herrera,378293,19,Venezuela,Central Midfield,CM,900000.0,New York City FC,United States,0.0,1
2016,Premier League,Manchester United,summer,in,Paul Pogba,122153,23,France,Central Midfield,CM,70000000.0,Juventus FC,Italy,105000000.0,0
2016,Premier League,Manchester United,summer,in,Henrikh Mkhitaryan,55735,27,Armenia,Central Midfield,CM,30000000.0,Borussia Dortmund,Germany,42000000.0,0
2016,Premier League,Manchester United,summer,in,Eric Bailly,286384,22,Cote d'Ivoire,Centre-Back,CB,8000000.0,Villarreal CF,Spain,38000000.0,0
2016,Premier League,Manchester United,summer,in,Zlatan Ibrahimović,3455,34,Sweden,Centre-Forward,CF,15000000.0,Paris Saint-Germain,France,0.0,0
2016,Premier League,Manchester United,summer,out,Paddy McNair,167268,21,Northern Ireland,Centre-Back,CB,4000000.0,Sunderland AFC,England,5250000.0,0
2016,Premier League,Manchester United,summer,out,Tyler Blackett,134414,22,England,Centre-Back,CB,1000000.0,Reading FC,England,1800000.0,0
2016,Premier League,Manchester United,summer,out,Will Keane,118535,23,Ireland,Centre-Forward,CF,1500000.0,Hull City,England,1200000.0,0
2016,Premier League,Manchester United,summer,out,Nick Powell,134424,22,England,Attacking Midfield,AM,1500000.0,Wigan Athletic,England,0.0,0
2016,Premier League,Manchester United,summer,out,Víctor Valdés,7589,34,Spain,Goalkeeper,GK,3500000.0,Middlesbrough FC,England,0.0,0
2016,Premier League,Manchester United,summer,out,Guillermo Varela,188862,23,Uruguay,Right-Back,RB,750000.0,Eintracht Frankfurt,Germany,0.0,1
2016,Premier League,Manchester United,summer,out,Adnan Januzaj,177847,21,Belgium,Right Winger,RW,7000000.0,Sunderland AFC,England,0.0,1
2016,Premier League,Manchester United,summer,out,James Wilson,214104,20,England,Centre-Forward,CF,2000000.0,Derby County,England,0.0,1
2016,Premier League,Manchester United,summer,out,Andreas Pereira,203394,20,Brazil,Attacking Midfield,AM,2000000.0,Granada CF,Spain,0.0,1
2016,Premier League,Manchester United,winter,out,Morgan Schneiderlin,56818,27,France,Defensive Midfield,DM,28000000.0,Everton FC,England,23000000.0,0
2016,Premier League,Manchester United,winter,out,Memphis Depay,167850,22,Netherlands,Centre-Forward,CF,25000000.0,Olympique Lyon,France,16000000.0,0
2016,Premier League,Manchester United,winter,out,Bastian Schweinsteiger,2514,32,Germany,Central Midfield,CM,5000000.0,Chicago Fire,United States,0.0,0
2016,Premier League,Manchester United,winter,out,Sam Johnstone,110864,23,England,Goalkeeper,GK,250000.0,Aston Villa,England,0.0,1
2016,Premier League,Middlesbrough FC,summer,in,Marten de Roon,133179,25,Netherlands,Defensive Midfield,DM,5000000.0,Atalanta BC,Italy,10500000.0,0
2016,Premier League,Middlesbrough FC,summer,in,Adama Traoré,204103,20,Spain,Right Winger,RW,8000000.0,Aston Villa,England,8250000.0,0
2016,Premier League,Middlesbrough FC,summer,in,Viktor Fischer,95755,22,Denmark,Left Winger,LW,5000000.0,Ajax Amsterdam,Netherlands,5000000.0,0
2016,Premier League,Middlesbrough FC,summer,in,Antonio Barragán,32522,29,Spain,Right-Back,RB,4000000.0,Valencia CF,Spain,2700000.0,0
2016,Premier League,Middlesbrough FC,summer,in,Fábio,61891,26,Brazil,Right-Back,RB,3000000.0,Cardiff City,England,2300000.0,0
2016,Premier League,Middlesbrough FC,summer,in,Bernardo Espinosa,64598,26,Colombia,Centre-Back,CB,2500000.0,Sporting Gijón,Spain,0.0,0
2016,Premier League,Middlesbrough FC,summer,in,Víctor Valdés,7589,34,Spain,Goalkeeper,GK,3500000.0,Manchester United,England,0.0,0
2016,Premier League,Middlesbrough FC,summer,in,Gastón Ramírez,123742,25,Uruguay,Central Midfield,CM,5000000.0,Southampton FC,England,0.0,0
2016,Premier League,Middlesbrough FC,summer,in,Brad Guzan,39471,31,United States,Goalkeeper,GK,3000000.0,Aston Villa,England,0.0,0
2016,Premier League,Middlesbrough FC,summer,in,Álvaro Negredo,18644,30,Spain,Centre-Forward,CF,7500000.0,Valencia CF,Spain,0.0,1
2016,Premier League,Middlesbrough FC,summer,in,Calum Chambers,215118,21,England,Centre-Back,CB,12000000.0,Arsenal FC,England,0.0,1
2016,Premier League,Middlesbrough FC,winter,in,Rudy Gestede,39908,28,Benin,Centre-Forward,CF,7000000.0,Aston Villa,England,7100000.0,0
2016,Premier League,Middlesbrough FC,winter,in,Patrick Bamford,183334,23,England,Centre-Forward,CF,5000000.0,Chelsea FC,England,6900000.0,0
2016,Premier League,Middlesbrough FC,winter,in,Adlène Guédioura,74768,31,Algeria,Defensive Midfield,DM,1000000.0,Watford FC,England,5200000.0,0
2016,Premier League,Middlesbrough FC,summer,out,Adam Reach,163530,23,England,Left Midfield,LM,1000000.0,Sheffield Wednesday,England,5900000.0,0
2016,Premier League,Middlesbrough FC,summer,out,Albert Adomah,83430,28,Ghana,Right Winger,RW,2000000.0,Aston Villa,England,3500000.0,0
2016,Premier League,Middlesbrough FC,summer,out,Mustapha Carayol,61906,27,The Gambia,Left Winger,LW,1000000.0,Nottingham Forest,England,0.0,0
2016,Premier League,Middlesbrough FC,summer,out,Rhys Williams,82474,27,Australia,Centre-Back,CB,500000.0,Perth Glory,Australia,0.0,0
2016,Premier League,Middlesbrough FC,summer,out,Connor Ripley,163531,23,England,Goalkeeper,GK,250000.0,Oldham Athletic,England,0.0,1
2016,Premier League,Middlesbrough FC,summer,out,Alex Baptiste,16660,30,England,Centre-Back,CB,1500000.0,Preston North End,England,0.0,1
2016,Premier League,Middlesbrough FC,summer,out,Dael Fry,314140,19,England,Centre-Back,CB,250000.0,Rotherham United,England,0.0,1
2016,Premier League,Middlesbrough FC,summer,out,Jonathan Woodgate,3224,36,England,Centre-Back,CB,,Retired,,,0
2016,Premier League,Middlesbrough FC,summer,out,Calum Chambers,215118,22,England,Centre-Back,CB,12000000.0,Arsenal FC,England,0.0,1
2016,Premier League,Middlesbrough FC,summer,out,Michael Agazzi,28862,31,Italy,Goalkeeper,GK,750000.0,AC Milan,Italy,0.0,1
2016,Premier League,Middlesbrough FC,summer,out,Kike Sola,51532,30,Spain,Centre-Forward,CF,1500000.0,Athletic Bilbao,Spain,0.0,1
2016,Premier League,Middlesbrough FC,winter,out,David Nugent,33963,31,England,Centre-Forward,CF,3500000.0,Derby County,England,2900000.0,0
2016,Premier League,Middlesbrough FC,winter,out,Emilio Nsue,59558,27,Equatorial Guinea,Centre-Forward,CF,2000000.0,Birmingham City,England,1200000.0,0
2016,Premier League,Middlesbrough FC,winter,out,Bryn Morris,236508,20,England,Defensive Midfield,DM,250000.0,Shrewsbury Town,England,0.0,0
2016,Premier League,Middlesbrough FC,winter,out,Tomás Mejías,62947,27,Spain,Goalkeeper,GK,250000.0,Rayo Vallecano,Spain,0.0,1
2016,Premier League,Middlesbrough FC,winter,out,Julien De Sart,129592,22,Belgium,Defensive Midfield,DM,2000000.0,Derby County,England,0.0,1
2016,Premier League,Middlesbrough FC,winter,out,Carlos de Pena,257740,24,Uruguay,Left Winger,LW,2500000.0,Real Oviedo,Spain,0.0,1
2016,Premier League,Middlesbrough FC,winter,out,Jordan Rhodes,48950,26,Scotland,Centre-Forward,CF,10000000.0,Sheffield Wednesday,England,0.0,1
2016,Premier League,Middlesbrough FC,winter,out,João Morelli,359191,20,Brazil,Attacking Midfield,AM,,Levadia Tallinn,Estonia,0.0,1
2016,Premier League,Southampton FC,summer,in,Sofiane Boufal,232271,22,Morocco,Attacking Midfield,AM,13000000.0,LOSC Lille,France,18700000.0,0
2016,Premier League,Southampton FC,summer,in,Pierre-Emile Højbjerg,167799,20,Denmark,Defensive Midfield,DM,6000000.0,Bayern Munich,Germany,15000000.0,0
2016,Premier League,Southampton FC,summer,in,Nathan Redmond,129078,22,England,Right Winger,RW,7500000.0,Norwich City,England,13500000.0,0
2016,Premier League,Southampton FC,summer,in,Alex McCarthy,95976,26,England,Goalkeeper,GK,3000000.0,Crystal Palace,England,4700000.0,0
2016,Premier League,Southampton FC,summer,in,Jérémy Pied,60583,27,France,Right-Back,RB,3500000.0,OGC Nice,France,0.0,0
2016,Premier League,Southampton FC,summer,in,Stuart Taylor,3190,35,England,Goalkeeper,GK,250000.0,Without Club,,,0
2016,Premier League,Southampton FC,winter,in,Manolo Gabbiadini,112343,25,Italy,Centre-Forward,CF,15000000.0,SSC Napoli,Italy,17000000.0,0
2016,Premier League,Southampton FC,winter,in,Mouez Hassen,215677,21,Tunisia,Goalkeeper,GK,1000000.0,OGC Nice,France,0.0,1
2016,Premier League,Southampton FC,winter,in,Martín Cáceres,54935,29,Uruguay,Centre-Back,CB,5000000.0,Without Club,,,0
2016,Premier League,Southampton FC,summer,out,Sadio Mané,200512,24,Senegal,Left Winger,LW,20000000.0,Liverpool FC,England,41200000.0,0
2016,Premier League,Southampton FC,summer,out,Graziano Pellè,29594,30,Italy,Centre-Forward,CF,11000000.0,Shandong Luneng Taishan,China,15250000.0,0
2016,Premier League,Southampton FC,summer,out,Victor Wanyama,77760,25,Kenya,Defensive Midfield,DM,15000000.0,Tottenham Hotspur,England,14400000.0,0
2016,Premier League,Southampton FC,summer,out,Juanmi,126737,23,Spain,Left Winger,LW,7000000.0,Real Sociedad,Spain,5000000.0,0
2016,Premier League,Southampton FC,summer,out,Gastón Ramírez,123742,25,Uruguay,Central Midfield,CM,5000000.0,Middlesbrough FC,England,0.0,0
2016,Premier League,Southampton FC,summer,out,Paulo Gazzaniga,195488,24,Argentina,Goalkeeper,GK,1000000.0,Rayo Vallecano,Spain,0.0,1
2016,Premier League,Southampton FC,summer,out,Sam Gallagher,227183,20,England,Centre-Forward,CF,500000.0,Blackburn Rovers,England,0.0,1
2016,Premier League,Southampton FC,summer,out,Kelvin Davis,13640,39,England,Goalkeeper,GK,,Retired,,,0
2016,Premier League,Southampton FC,winter,out,José Fonte,33829,33,Portugal,Centre-Back,CB,6000000.0,West Ham United,England,9200000.0,0
2016,Premier League,Stoke City,summer,in,Joe Allen,51452,26,Wales,Central Midfield,CM,8000000.0,Liverpool FC,England,15500000.0,0
2016,Premier League,Stoke City,summer,in,Ramadan Sobhi,312017,19,Egypt,Attacking Midfield,AM,1500000.0,Al Ahly FC,Egypt,5000000.0,0
2016,Premier League,Stoke City,summer,in,Harry Souttar,298091,17,Australia,Centre-Back,CB,,Dundee United FC,Scotland,3620000.0,0
2016,Premier League,Stoke City,summer,in,Wilfried Bony,81808,27,Cote d'Ivoire,Centre-Forward,CF,22000000.0,Manchester City,England,2350000.0,1
2016,Premier League,Stoke City,summer,in,Ryan Sweeney,347666,19,Ireland,Centre-Back,CB,250000.0,AFC Wimbledon,England,295000.0,0
2016,Premier League,Stoke City,summer,in,Lee Grant,13460,33,England,Goalkeeper,GK,500000.0,Derby County,England,0.0,1
2016,Premier League,Stoke City,summer,in,Bruno Martins Indi,112052,24,Netherlands,Centre-Back,CB,10000000.0,FC Porto,Portugal,0.0,1
2016,Premier League,Stoke City,winter,in,Saido Berahino,128897,23,Burundi,Centre-Forward,CF,15000000.0,West Bromwich Albion,England,13900000.0,0
2016,Premier League,Stoke City,winter,in,Lee Grant,13460,33,England,Goalkeeper,GK,500000.0,Derby County,England,1500000.0,0
